Origin City,Origin Code,Arrival,Flight,Airline,Terminal,Status,Date,Reference Day,url,Date_Time,Origin Country,Parent Company
Iquique,(IQQ),13:20,LA907,LATAM Airlines,1,Unknown [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=12,2023-05-02 13:20:00,Chile,LATAM Airlines Group
Antofagasta,(ANF),13:29,H2281,Sky Airline,1,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=12,2023-05-02 13:29:00,Chile,Sky Airline S.A.
Lima,(LIM),13:30,LA535,LATAM Airlines,2,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=12,2023-05-02 13:30:00,Peru,LATAM Airlines Group
Lima,(LIM),13:30,DL6120,Delta Air Lines,2,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=12,2023-05-02 13:30:00,Peru,Delta Air Lines Inc.
Lima,(LIM),13:30,QF3917,Qantas,2,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=12,2023-05-02 13:30:00,Peru,Qantas Airways Limited
Lima,(LIM),13:30,H2803,Sky Airline,2,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=12,2023-05-02 13:30:00,Peru,Sky Airline S.A.
Antofagasta,(ANF),13:34,LA357,LATAM Airlines,1,Unknown [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=12,2023-05-02 13:34:00,Chile,LATAM Airlines Group
Puerto Montt,(PMC),13:36,H2406,Sky Airline,1,Landed - Delayed [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=12,2023-05-02 13:36:00,Chile,Sky Airline S.A.
Copiapo,(CPO),13:38,LA331,LATAM Airlines,1,Unknown [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=12,2023-05-02 13:38:00,Chile,LATAM Airlines Group
Temuco,(ZCO),13:43,JA200,JetSMART,1,Landed - Delayed [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=12,2023-05-02 13:43:00,Chile,Indigo Partners
Castro,(MHC),13:45,JA316,JetSMART,1,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=12,2023-05-02 13:45:00,Chile,Indigo Partners
Buenos Aires,(AEP),13:55,WJ3012,Jetsmart Airlines,2,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=12,2023-05-02 13:55:00,Argentina,Indigo Partners
Buenos Aires,(EZE),13:55,LA652,LATAM Airlines,2,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=12,2023-05-02 13:55:00,Argentina,LATAM Airlines Group
Rio De Janeiro,(GIG),13:55,H2621,Sky Airline,2,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=12,2023-05-02 13:55:00,Brazil,Sky Airline S.A.
Balmaceda,(BBA),13:57,H234,Sky Airline,1,Unknown [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=12,2023-05-02 13:57:00,Chile,Sky Airline S.A.
Bogota,(BOG),14:00,AV115,Avianca,2,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=12,2023-05-02 14:00:00,Colombia,Avianca Holdings S.A.
Iquique,(IQQ),14:03,JA111,JetSMART,1,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=12,2023-05-02 14:03:00,Chile,Indigo Partners
La Serena,(LSC),14:26,LA105,LATAM Airlines,1,En Route [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=12,2023-05-02 14:26:00,Chile,LATAM Airlines Group
Puerto Montt,(PMC),14:26,LA98,LATAM Airlines,1,Unknown [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=12,2023-05-02 14:26:00,Chile,LATAM Airlines Group
Puerto Montt,(PMC),14:26,DL6251,Delta Air Lines,1,Unknown [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=12,2023-05-02 14:26:00,Chile,Delta Air Lines Inc.
Punta Arenas,(PUQ),14:30,LA1160,LATAM Airlines,1,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=12,2023-05-02 14:30:00,Chile,LATAM Airlines Group
Punta Arenas,(PUQ),14:30,DL7385,Delta Air Lines,1,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=12,2023-05-02 14:30:00,Chile,Delta Air Lines Inc.
Punta Arenas,(PUQ),14:30,QF3944,Qantas,1,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=12,2023-05-02 14:30:00,Chile,Qantas Airways Limited
Iquique,(IQQ),14:33,H21337,Sky Airline,1,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=12,2023-05-02 14:33:00,Chile,Sky Airline S.A.
Valdivia,(ZAL),14:37,H2122,Sky Airline,1,En Route [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=12,2023-05-02 14:37:00,Chile,Sky Airline S.A.
Montevideo,(MVD),14:42,LA405,LATAM Airlines,2,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=12,2023-05-02 14:42:00,Uruguay,LATAM Airlines Group
Montevideo,(MVD),14:42,DL7368,Delta Air Lines,2,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=12,2023-05-02 14:42:00,Uruguay,Delta Air Lines Inc.
Montevideo,(MVD),14:42,QF4212,Qantas,2,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=12,2023-05-02 14:42:00,Uruguay,Qantas Airways Limited
Copiapo,(CPO),14:49,LA113,LATAM Airlines,1,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=12,2023-05-02 14:49:00,Chile,LATAM Airlines Group
Bogota,(BOG),14:55,LA575,LATAM Airlines,2,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=12,2023-05-02 14:55:00,Colombia,LATAM Airlines Group
Bogota,(BOG),14:55,DL6031,Delta Air Lines,2,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=12,2023-05-02 14:55:00,Colombia,Delta Air Lines Inc.
Bogota,(BOG),14:55,QF4203,Qantas,2,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=12,2023-05-02 14:55:00,Colombia,Qantas Airways Limited
Sao Paulo,(GRU),14:55,H2601,Sky Airline,2,Landed - Delayed [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=12,2023-05-02 14:55:00,Brazil,Sky Airline S.A.
Lima,(LIM),15:00,LA2697,LATAM Airlines,2,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=12,2023-05-02 15:00:00,Peru,LATAM Airlines Group
Lima,(LIM),15:00,DL6280,Delta Air Lines,2,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=12,2023-05-02 15:00:00,Peru,Delta Air Lines Inc.
Antofagasta,(ANF),15:01,LA351,LATAM Airlines,1,Unknown [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=12,2023-05-02 15:01:00,Chile,LATAM Airlines Group
Valdivia,(ZAL),15:12,LA242,LATAM Airlines,1,Unknown [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=12,2023-05-02 15:12:00,Chile,LATAM Airlines Group
Temuco,(ZCO),15:28,LA26,LATAM Airlines,1,Unknown [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=12,2023-05-02 15:28:00,Chile,LATAM Airlines Group
Calama,(CJC),15:32,LA149,LATAM Airlines,1,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=12,2023-05-02 15:32:00,Chile,LATAM Airlines Group
Calama,(CJC),15:32,DL6098,Delta Air Lines,1,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=12,2023-05-02 15:32:00,Chile,Delta Air Lines Inc.
Concepcion,(CCP),15:49,LA208,LATAM Airlines,1,Unknown [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=12,2023-05-02 15:49:00,Chile,LATAM Airlines Group
Buenos Aires,(EZE),15:50,AR1964,Aerolineas Argentinas,2,En Route [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=12,2023-05-02 15:50:00,Argentina,Argentine government
La Serena,(LSC),16:04,H2207,Sky Airline,1,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=12,2023-05-02 16:04:00,Chile,Sky Airline S.A.
Calama,(CJC),16:19,LA371,LATAM Airlines,1,Unknown [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=12,2023-05-02 16:19:00,Chile,LATAM Airlines Group
La Serena,(LSC),16:26,LA317,LATAM Airlines,1,Unknown [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=12,2023-05-02 16:26:00,Chile,LATAM Airlines Group
Antofagasta,(ANF),16:33,LA341,LATAM Airlines,1,Unknown [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=12,2023-05-02 16:33:00,Chile,LATAM Airlines Group
Temuco,(ZCO),16:33,LA22,LATAM Airlines,1,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=12,2023-05-02 16:33:00,Chile,LATAM Airlines Group
Osorno,(ZOS),16:33,LA50,LATAM Airlines,1,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=12,2023-05-02 16:33:00,Chile,LATAM Airlines Group
Castro,(MHC),16:42,LA68,LATAM Airlines,1,Unknown [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=12,2023-05-02 16:42:00,Chile,LATAM Airlines Group
Iquique,(IQQ),16:47,LA169,LATAM Airlines,1,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=12,2023-05-02 16:47:00,Chile,LATAM Airlines Group
Sao Paulo,(GRU),16:50,LA8130,LATAM Airlines,2,Unknown [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=12,2023-05-02 16:50:00,Brazil,LATAM Airlines Group
Sao Paulo,(GRU),16:50,BA4302,British Airways,2,Unknown [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=12,2023-05-02 16:50:00,Brazil,International Airlines Group
Sao Paulo,(GRU),16:50,DL6125,Delta Air Lines,2,Unknown [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=12,2023-05-02 16:50:00,Brazil,Delta Air Lines Inc.
Sao Paulo,(GRU),16:50,QF3894,Qantas,2,Unknown [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=12,2023-05-02 16:50:00,Brazil,Qantas Airways Limited
Antofagasta,(ANF),16:55,LA133,LATAM Airlines,1,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=12,2023-05-02 16:55:00,Chile,LATAM Airlines Group
Concepcion,(CCP),17:05,LA10,LATAM Airlines,1,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=12,2023-05-02 17:05:00,Chile,LATAM Airlines Group
Punta Arenas,(PUQ),17:07,H22,Sky Airline,1,Unknown [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=12,2023-05-02 17:07:00,Chile,Sky Airline S.A.
Iquique,(IQQ),17:10,LA1247,LATAM Airlines,1,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=12,2023-05-02 17:10:00,Chile,LATAM Airlines Group
Antofagasta,(ANF),17:18,H2271,Sky Airline,1,Unknown [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=12,2023-05-02 17:18:00,Chile,Sky Airline S.A.
Calama,(CJC),17:26,JA1,JetSMART,1,Landed - Delayed [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=12,2023-05-02 17:26:00,Chile,Indigo Partners
Iquique,(IQQ),17:27,LA1263,LATAM Airlines,1,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=12,2023-05-02 17:27:00,Chile,LATAM Airlines Group
Iquique,(IQQ),17:39,H2333,Sky Airline,1,Landed - Delayed [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=12,2023-05-02 17:39:00,Chile,Sky Airline S.A.
Iquique,(IQQ),17:57,LA161,LATAM Airlines,1,En Route [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=12,2023-05-02 17:57:00,Chile,LATAM Airlines Group
Osorno,(ZOS),17:59,H2102,Sky Airline,1,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=12,2023-05-02 17:59:00,Chile,Sky Airline S.A.
Valdivia,(ZAL),18:15,H2124,Sky Airline,1,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=18,2023-05-02 18:15:00,Chile,Sky Airline S.A.
La Serena,(LSC),18:20,H2471,Sky Airline,1,Unknown [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=18,2023-05-02 18:20:00,Chile,Sky Airline S.A.
Buenos Aires,(AEP),18:22,WJ3010,Jetsmart Airlines,2,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=18,2023-05-02 18:22:00,Argentina,Indigo Partners
Iquique,(IQQ),18:27,LA1261,LATAM Airlines,1,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=18,2023-05-02 18:27:00,Chile,LATAM Airlines Group
Antofagasta,(ANF),18:38,LA135,LATAM Airlines,1,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=18,2023-05-02 18:38:00,Chile,LATAM Airlines Group
Antofagasta,(ANF),18:38,DL6003,Delta Air Lines,1,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=18,2023-05-02 18:38:00,Chile,Delta Air Lines Inc.
Valdivia,(ZAL),18:49,LA42,LATAM Airlines,1,Unknown [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=18,2023-05-02 18:49:00,Chile,LATAM Airlines Group
Copiapo,(CPO),18:54,H2225,Sky Airline,1,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=18,2023-05-02 18:54:00,Chile,Sky Airline S.A.
Concepcion,(CCP),18:55,LA212,LATAM Airlines,1,Unknown [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=18,2023-05-02 18:55:00,Chile,LATAM Airlines Group
Iquique,(IQQ),18:55,LA1249,LATAM Airlines,1,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=18,2023-05-02 18:55:00,Chile,LATAM Airlines Group
Puerto Montt,(PMC),19:02,LA1156,LATAM Airlines,1,Unknown [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=18,2023-05-02 19:02:00,Chile,LATAM Airlines Group
Puerto Montt,(PMC),19:13,H2434,Sky Airline,1,Unknown [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=18,2023-05-02 19:13:00,Chile,Sky Airline S.A.
Panama City,(PTY),19:17,CM395,Copa Airlines,2,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=18,2023-05-02 19:17:00,Panama,Copa Holdings
Sao Paulo,(GRU),19:30,LA631,LATAM Airlines,2,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=18,2023-05-02 19:30:00,Brazil,LATAM Airlines Group
Sao Paulo,(GRU),19:30,QF3899,Qantas,2,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=18,2023-05-02 19:30:00,Brazil,Qantas Airways Limited
Temuco,(ZCO),19:40,H2148,Sky Airline,1,Unknown [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=18,2023-05-02 19:40:00,Chile,Sky Airline S.A.
Montevideo,(MVD),19:46,JA701,JetSMART,2,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=18,2023-05-02 19:46:00,Uruguay,Indigo Partners
Rio De Janeiro,(GIG),19:57,LA771,LATAM Airlines,2,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=18,2023-05-02 19:57:00,Brazil,LATAM Airlines Group
Rio De Janeiro,(GIG),19:57,DL7359,Delta Air Lines,2,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=18,2023-05-02 19:57:00,Brazil,Delta Air Lines Inc.
Rio De Janeiro,(GIG),19:57,QF3885,Qantas,2,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=18,2023-05-02 19:57:00,Brazil,Qantas Airways Limited
Miami,(MIA),19:58,UC1521,LATAM Cargo Chile,2,Landed - Delayed [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=18,2023-05-02 19:58:00,United States,LATAM Airlines Group
Calama,(CJC),19:59,LA381,LATAM Airlines,1,Unknown [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=18,2023-05-02 19:59:00,Chile,LATAM Airlines Group
Calama,(CJC),20:15,H2251,Sky Airline,1,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=18,2023-05-02 20:15:00,Chile,Sky Airline S.A.
Buenos Aires,(EZE),20:15,H2508,Sky Airline,2,En Route [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=18,2023-05-02 20:15:00,Argentina,Sky Airline S.A.
Concepcion,(CCP),20:19,LA214,LATAM Airlines,1,Unknown [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=18,2023-05-02 20:19:00,Chile,LATAM Airlines Group
Puerto Montt,(PMC),20:32,LA262,LATAM Airlines,1,Unknown [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=18,2023-05-02 20:32:00,Chile,LATAM Airlines Group
Guayaquil,(GYE),20:34,LA1447,LATAM Airlines,2,En Route [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=18,2023-05-02 20:34:00,Ecuador,LATAM Airlines Group
La Serena,(LSC),20:35,LA319,LATAM Airlines,1,Unknown [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=18,2023-05-02 20:35:00,Chile,LATAM Airlines Group
La Serena,(LSC),20:35,IB7079,Iberia,1,Unknown [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=18,2023-05-02 20:35:00,Chile,International Airlines Group
Iquique,(IQQ),20:38,H2323,Sky Airline,1,Landed - Delayed [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=18,2023-05-02 20:38:00,Chile,Sky Airline S.A.
Puerto Montt,(PMC),20:40,H2422,Sky Airline,1,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=18,2023-05-02 20:40:00,Chile,Sky Airline S.A.
Temuco,(ZCO),20:42,LA24,LATAM Airlines,1,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=18,2023-05-02 20:42:00,Chile,LATAM Airlines Group
Buenos Aires,(EZE),20:48,LA476,LATAM Airlines,2,En Route [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=18,2023-05-02 20:48:00,Argentina,LATAM Airlines Group
Lima,(LIM),20:50,H25801,Sky Airline,2,En Route [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=18,2023-05-02 20:50:00,Peru,Sky Airline S.A.
Copiapo,(CPO),21:04,LA117,LATAM Airlines,1,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=18,2023-05-02 21:04:00,Chile,LATAM Airlines Group
Copiapo,(CPO),21:04,IB7076,Iberia,1,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=18,2023-05-02 21:04:00,Chile,International Airlines Group
Buenos Aires,(AEP),21:05,AR1282,Aerolineas Argentinas,2,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=18,2023-05-02 21:05:00,Argentina,Argentine government
Buenos Aires,(AEP),21:05,AM7526,Aeromexico,2,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=18,2023-05-02 21:05:00,Argentina,Delta Air Lines Inc.
Buenos Aires,(AEP),21:05,AZ4654,ITA Airways,2,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=18,2023-05-02 21:05:00,Argentina,Italian government
Buenos Aires,(AEP),21:05,DL7603,Delta Air Lines,2,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=18,2023-05-02 21:05:00,Argentina,Delta Air Lines Inc.
Buenos Aires,(AEP),21:05,KL9224,KLM Royal Dutch Airlines,2,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=18,2023-05-02 21:05:00,Argentina,Air France-KLM
Buenos Aires,(AEP),21:05,UX3056,Air Europa,2,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=18,2023-05-02 21:05:00,Argentina,Globalia
La Serena,(LSC),21:06,JA127,JetSMART,1,Landed - Delayed [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=18,2023-05-02 21:06:00,Chile,Indigo Partners
Concepcion,(CCP),21:08,LA2,LATAM Airlines,1,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=18,2023-05-02 21:08:00,Chile,LATAM Airlines Group
Concepcion,(CCP),21:08,DL6025,Delta Air Lines,1,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=18,2023-05-02 21:08:00,Chile,Delta Air Lines Inc.
Sao Paulo,(GRU),21:10,LA753,LATAM Airlines,2,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=18,2023-05-02 21:10:00,Brazil,LATAM Airlines Group
Sao Paulo,(GRU),21:10,DL6047,Delta Air Lines,2,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=18,2023-05-02 21:10:00,Brazil,Delta Air Lines Inc.
Sao Paulo,(GRU),21:10,QF3898,Qantas,2,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=18,2023-05-02 21:10:00,Brazil,Qantas Airways Limited
Concepcion,(CCP),21:11,JA106,JetSMART,1,Unknown [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=18,2023-05-02 21:11:00,Chile,Indigo Partners
Calama,(CJC),21:19,LA157,LATAM Airlines,1,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=18,2023-05-02 21:19:00,Chile,LATAM Airlines Group
Calama,(CJC),21:19,DL6008,Delta Air Lines,1,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=18,2023-05-02 21:19:00,Chile,Delta Air Lines Inc.
Montevideo,(MVD),21:25,LA407,LATAM Airlines,2,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=18,2023-05-02 21:25:00,Uruguay,LATAM Airlines Group
Montevideo,(MVD),21:25,DL6114,Delta Air Lines,2,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=18,2023-05-02 21:25:00,Uruguay,Delta Air Lines Inc.
Montevideo,(MVD),21:25,QF4213,Qantas,2,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=18,2023-05-02 21:25:00,Uruguay,Qantas Airways Limited
Puerto Montt,(PMC),21:30,LA58,LATAM Airlines,1,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=18,2023-05-02 21:30:00,Chile,LATAM Airlines Group
Puerto Montt,(PMC),21:30,DL7369,Delta Air Lines,1,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=18,2023-05-02 21:30:00,Chile,Delta Air Lines Inc.
Iquique,(IQQ),21:31,LA165,LATAM Airlines,1,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=18,2023-05-02 21:31:00,Chile,LATAM Airlines Group
Antofagasta,(ANF),21:36,LA363,LATAM Airlines,1,Unknown [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=18,2023-05-02 21:36:00,Chile,LATAM Airlines Group
Temuco,(ZCO),21:46,LA28,LATAM Airlines,1,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=18,2023-05-02 21:46:00,Chile,LATAM Airlines Group
Temuco,(ZCO),21:46,IB7081,Iberia,1,Landed - On-time [+],2023-05-02,yesterday,https://www.santiago-airport.com/scl-arrivals?day=yesterday&tp=18,2023-05-02 21:46:00,Chile,International Airlines Group
