Origin City,Origin Code,Arrival,Flight,Airline,Terminal,Status,Date,Reference Day,url,Date_Time,Origin Country,Parent Company
Buenos Aires,(AEP),23:15,H2536,Sky Airline,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=18,2023-05-03 23:15:00,Argentina,Sky Airline S.A.
Panama City,(PTY),23:16,CM111,Copa Airlines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=18,2023-05-03 23:16:00,Panama,Copa Holdings
Lima,(LIM),23:25,LA2373,LATAM Airlines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=18,2023-05-03 23:25:00,Peru,LATAM Airlines Group
Concepcion,(CCP),23:30,H2168,Sky Airline,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=18,2023-05-03 23:30:00,Chile,Sky Airline S.A.
Panama City,(PTY),23:34,CM497,Copa Airlines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=18,2023-05-03 23:34:00,Panama,Copa Holdings
La Serena,(LSC),23:37,JA127,JetSMART,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=18,2023-05-03 23:37:00,Chile,Indigo Partners
Buenos Aires,(EZE),23:50,5Y34,Atlas Air,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=18,2023-05-03 23:50:00,Argentina,Atlas Air Worldwide Holdings
Calama,(CJC),23:55,LA375,LATAM Airlines,1,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=18,2023-05-03 23:55:00,Chile,LATAM Airlines Group
Sao Paulo,(GRU),23:55,ET3739,Ethiopian Airlines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-arrivals?day=today&tp=18,2023-05-03 23:55:00,Brazil,Ethiopian government
Sao Paulo,(GRU),00:25,LA751,LATAM Airlines,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-arrivals?day=tomorrow&tp=0,2023-05-04 00:25:00,Brazil,LATAM Airlines Group
Sao Paulo,(GRU),00:25,QF3896,Qantas,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-arrivals?day=tomorrow&tp=0,2023-05-04 00:25:00,Brazil,Qantas Airways Limited
Calama,(CJC),00:41,H2253,Sky Airline,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-arrivals?day=tomorrow&tp=0,2023-05-04 00:41:00,Chile,Sky Airline S.A.
Calama,(CJC),00:52,LA393,LATAM Airlines,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-arrivals?day=tomorrow&tp=0,2023-05-04 00:52:00,Chile,LATAM Airlines Group
Rio De Janeiro,(GIG),00:52,LA773,LATAM Airlines,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-arrivals?day=tomorrow&tp=0,2023-05-04 00:52:00,Brazil,LATAM Airlines Group
Rio De Janeiro,(GIG),00:52,DL6151,Delta Air Lines,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-arrivals?day=tomorrow&tp=0,2023-05-04 00:52:00,Brazil,Delta Air Lines Inc.
Rio De Janeiro,(GIG),00:52,QF3887,Qantas,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-arrivals?day=tomorrow&tp=0,2023-05-04 00:52:00,Brazil,Qantas Airways Limited
Antofagasta,(ANF),01:04,JA27,JetSMART,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-arrivals?day=tomorrow&tp=0,2023-05-04 01:04:00,Chile,Indigo Partners
Antofagasta,(ANF),01:05,H2275,Sky Airline,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-arrivals?day=tomorrow&tp=0,2023-05-04 01:05:00,Chile,Sky Airline S.A.
Puerto Montt,(PMC),01:19,LA260,LATAM Airlines,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-arrivals?day=tomorrow&tp=0,2023-05-04 01:19:00,Chile,LATAM Airlines Group
Puerto Montt,(PMC),01:19,IB7095,Iberia,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-arrivals?day=tomorrow&tp=0,2023-05-04 01:19:00,Chile,International Airlines Group
Iquique,(IQQ),01:55,JA117,JetSMART,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-arrivals?day=tomorrow&tp=0,2023-05-04 01:55:00,Chile,Indigo Partners
Panama City,(PTY),01:57,CM474,Copa Airlines,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-arrivals?day=tomorrow&tp=0,2023-05-04 01:57:00,Panama,Copa Holdings
Panama City,(PTY),01:57,KL3042,KLM Royal Dutch Airlines,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-arrivals?day=tomorrow&tp=0,2023-05-04 01:57:00,Panama,Air France-KLM
Calama,(CJC),02:01,JA7,JetSMART,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-arrivals?day=tomorrow&tp=0,2023-05-04 02:01:00,Chile,Indigo Partners
Buenos Aires,(EZE),02:31,M38492,LATAM Cargo Brasil,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-arrivals?day=tomorrow&tp=0,2023-05-04 02:31:00,Argentina,LATAM Airlines Group
Iquique,(IQQ),02:40,H21325,Sky Airline,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-arrivals?day=tomorrow&tp=0,2023-05-04 02:40:00,Chile,Sky Airline S.A.
Sao Paulo,(GRU),03:05,LA8132,LATAM Airlines,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-arrivals?day=tomorrow&tp=0,2023-05-04 03:05:00,Brazil,LATAM Airlines Group
Sao Paulo,(GRU),03:05,BA4304,British Airways,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-arrivals?day=tomorrow&tp=0,2023-05-04 03:05:00,Brazil,International Airlines Group
Sao Paulo,(GRU),03:05,DL6226,Delta Air Lines,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-arrivals?day=tomorrow&tp=0,2023-05-04 03:05:00,Brazil,Delta Air Lines Inc.
Sao Paulo,(GRU),03:05,QF3900,Qantas,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-arrivals?day=tomorrow&tp=0,2023-05-04 03:05:00,Brazil,Qantas Airways Limited
Arica,(ARI),03:11,LA183,LATAM Airlines,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-arrivals?day=tomorrow&tp=0,2023-05-04 03:11:00,Chile,LATAM Airlines Group
Lima,(LIM),03:30,LA2371,LATAM Airlines,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-arrivals?day=tomorrow&tp=0,2023-05-04 03:30:00,Peru,LATAM Airlines Group
Punta Arenas,(PUQ),03:31,LA82,LATAM Airlines,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-arrivals?day=tomorrow&tp=0,2023-05-04 03:31:00,Chile,LATAM Airlines Group
Punta Arenas,(PUQ),04:29,LA84,LATAM Airlines,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-arrivals?day=tomorrow&tp=0,2023-05-04 04:29:00,Chile,LATAM Airlines Group
Punta Arenas,(PUQ),04:29,DL6311,Delta Air Lines,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-arrivals?day=tomorrow&tp=0,2023-05-04 04:29:00,Chile,Delta Air Lines Inc.
Punta Arenas,(PUQ),04:29,IB7296,Iberia,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-arrivals?day=tomorrow&tp=0,2023-05-04 04:29:00,Chile,International Airlines Group
Panama City,(PTY),04:42,CM277,Copa Airlines,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-arrivals?day=tomorrow&tp=0,2023-05-04 04:42:00,Panama,Copa Holdings
Panama City,(PTY),04:42,TK9656,Turkish Airlines,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-arrivals?day=tomorrow&tp=0,2023-05-04 04:42:00,Panama,Turkish Airlines
Bogota,(BOG),04:45,AV97,Avianca,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-arrivals?day=tomorrow&tp=0,2023-05-04 04:45:00,Colombia,Avianca Holdings S.A.
Lima,(LIM),04:45,H2809,Sky Airline,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-arrivals?day=tomorrow&tp=0,2023-05-04 04:45:00,Peru,Sky Airline S.A.
Lima,(LIM),04:50,LA2377,LATAM Airlines,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-arrivals?day=tomorrow&tp=0,2023-05-04 04:50:00,Peru,LATAM Airlines Group
Lima,(LIM),04:50,DL6146,Delta Air Lines,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-arrivals?day=tomorrow&tp=0,2023-05-04 04:50:00,Peru,Delta Air Lines Inc.
Cali,(CLO),05:29,JA651,JetSMART,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-arrivals?day=tomorrow&tp=0,2023-05-04 05:29:00,Colombia,Indigo Partners
New York,(JFK),05:55,LA533,LATAM Airlines,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-arrivals?day=tomorrow&tp=0,2023-05-04 05:55:00,United States,LATAM Airlines Group
New York,(JFK),05:55,DL6065,Delta Air Lines,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-arrivals?day=tomorrow&tp=0,2023-05-04 05:55:00,United States,Delta Air Lines Inc.
New York,(JFK),05:55,JL7626,JAL Japan Airlines,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-arrivals?day=tomorrow&tp=0,2023-05-04 05:55:00,United States,Japan Airlines Co. Ltd.
Bogota,(BOG),06:15,LA577,LATAM Airlines,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-arrivals?day=tomorrow&tp=6,2023-05-04 06:15:00,Colombia,LATAM Airlines Group
Bogota,(BOG),06:15,DL6007,Delta Air Lines,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-arrivals?day=tomorrow&tp=6,2023-05-04 06:15:00,Colombia,Delta Air Lines Inc.
Bogota,(BOG),06:15,QF4202,Qantas,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-arrivals?day=tomorrow&tp=6,2023-05-04 06:15:00,Colombia,Qantas Airways Limited
Houston,(IAH),06:20,UA847,United Airlines,2,Scheduled - On-time [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-arrivals?day=tomorrow&tp=6,2023-05-04 06:20:00,United States,United Airlines Holdings
Houston,(IAH),06:20,NH7252,ANA All Nippon Airways,2,Scheduled - On-time [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-arrivals?day=tomorrow&tp=6,2023-05-04 06:20:00,United States,ANA Holdings Inc.
Toronto,(YYZ),06:20,AC92,Air Canada,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-arrivals?day=tomorrow&tp=6,2023-05-04 06:20:00,Canada,Air Canada
Miami,(MIA),06:30,LA501,LATAM Airlines,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-arrivals?day=tomorrow&tp=6,2023-05-04 06:30:00,United States,LATAM Airlines Group
Miami,(MIA),06:30,DL6052,Delta Air Lines,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-arrivals?day=tomorrow&tp=6,2023-05-04 06:30:00,United States,Delta Air Lines Inc.
Mexico City,(MEX),06:35,LA621,LATAM Airlines,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-arrivals?day=tomorrow&tp=6,2023-05-04 06:35:00,Mexico,LATAM Airlines Group
Buenos Aires,(EZE),06:37,LA472,LATAM Airlines,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-arrivals?day=tomorrow&tp=6,2023-05-04 06:37:00,Argentina,LATAM Airlines Group
Los Angeles,(LAX),06:40,LA603,LATAM Airlines,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-arrivals?day=tomorrow&tp=6,2023-05-04 06:40:00,United States,LATAM Airlines Group
Los Angeles,(LAX),06:40,CX7813,Cathay Pacific,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-arrivals?day=tomorrow&tp=6,2023-05-04 06:40:00,United States,Swire Pacific Limited
Los Angeles,(LAX),06:40,DL6053,Delta Air Lines,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-arrivals?day=tomorrow&tp=6,2023-05-04 06:40:00,United States,Delta Air Lines Inc.
Los Angeles,(LAX),06:40,JL7622,JAL Japan Airlines,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-arrivals?day=tomorrow&tp=6,2023-05-04 06:40:00,United States,Japan Airlines Co. Ltd.
Atlanta,(ATL),07:00,DL147,Delta Air Lines,2,Scheduled - On-time [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-arrivals?day=tomorrow&tp=6,2023-05-04 07:00:00,United States,Delta Air Lines Inc.
Atlanta,(ATL),07:00,KE7299,Korean Air,2,Scheduled - On-time [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-arrivals?day=tomorrow&tp=6,2023-05-04 07:00:00,United States,Hanjin Group
Atlanta,(ATL),07:00,LA6357,LATAM Airlines,2,Scheduled - On-time [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-arrivals?day=tomorrow&tp=6,2023-05-04 07:00:00,United States,LATAM Airlines Group
London,(LHR),07:30,BA251,British Airways,2,Scheduled - On-time [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-arrivals?day=tomorrow&tp=6,2023-05-04 07:30:00,United Kingdom,International Airlines Group
London,(LHR),07:30,IB7717,Iberia,2,Scheduled - On-time [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-arrivals?day=tomorrow&tp=6,2023-05-04 07:30:00,United Kingdom,International Airlines Group
Madrid,(MAD),07:30,IB6833,Iberia,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-arrivals?day=tomorrow&tp=6,2023-05-04 07:30:00,Spain,International Airlines Group
Madrid,(MAD),07:30,BA4289,British Airways,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-arrivals?day=tomorrow&tp=6,2023-05-04 07:30:00,Spain,International Airlines Group
Madrid,(MAD),07:30,LA5404,LATAM Airlines,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-arrivals?day=tomorrow&tp=6,2023-05-04 07:30:00,Spain,LATAM Airlines Group
Madrid,(MAD),07:30,LY9209,El Al Israel Airlines,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-arrivals?day=tomorrow&tp=6,2023-05-04 07:30:00,Spain,Kanaf Arkia Holdings Ltd
Madrid,(MAD),07:30,QR5354,Qatar Airways,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-arrivals?day=tomorrow&tp=6,2023-05-04 07:30:00,Spain,Qatar Airways Group
Miami,(MIA),07:33,AA957,American Airlines,2,Scheduled - On-time [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-arrivals?day=tomorrow&tp=6,2023-05-04 07:33:00,United States,American Airlines Group
Dallas,(DFW),07:44,AA945,American Airlines,2,Scheduled - On-time [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-arrivals?day=tomorrow&tp=6,2023-05-04 07:44:00,United States,American Airlines Group
Paris,(CDG),08:05,AF406,Air France,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-arrivals?day=tomorrow&tp=6,2023-05-04 08:05:00,France,Air France-KLM
Paris,(CDG),08:05,KL2258,KLM Royal Dutch Airlines,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-arrivals?day=tomorrow&tp=6,2023-05-04 08:05:00,France,Air France-KLM
