Destination City,Destination Code,Departure,Flight,Airline,Terminal,Status,Date,Reference Day,url,Date_Time,Destination Country,Parent Company
New York,(JFK),22:55,CX7822,Cathay Pacific,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=18,2023-05-03 22:55:00,United States,Swire Pacific Limited
New York,(JFK),22:55,DL6061,Delta Air Lines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=18,2023-05-03 22:55:00,United States,Delta Air Lines Inc.
New York,(JFK),22:55,JL7627,JAL Japan Airlines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=18,2023-05-03 22:55:00,United States,Japan Airlines Co. Ltd.
Miami,(MIA),23:20,LA500,LATAM Airlines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=18,2023-05-03 23:20:00,United States,LATAM Airlines Group
Miami,(MIA),23:20,DL6064,Delta Air Lines,2,Scheduled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=18,2023-05-03 23:20:00,United States,Delta Air Lines Inc.
Buenos Aires,(EZE),23:35,AR1965,Aerolineas Argentinas,2,Canceled [+],2023-05-03,today,https://www.santiago-airport.com/scl-departures?day=today&tp=18,2023-05-03 23:35:00,Argentina,Argentine government
Panama City,(PTY),00:20,CM118,Copa Airlines,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=0,2023-05-04 00:20:00,Panama,Copa Holdings
Bogota,(BOG),00:30,LA578,LATAM Airlines,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=0,2023-05-04 00:30:00,Colombia,LATAM Airlines Group
Bogota,(BOG),00:30,DL7387,Delta Air Lines,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=0,2023-05-04 00:30:00,Colombia,Delta Air Lines Inc.
Bogota,(BOG),00:30,QF4207,Qantas,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=0,2023-05-04 00:30:00,Colombia,Qantas Airways Limited
Auckland,(AKL),00:35,LA801,LATAM Airlines,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=0,2023-05-04 00:35:00,New Zealand,LATAM Airlines Group
Auckland,(AKL),00:35,CX7801,Cathay Pacific,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=0,2023-05-04 00:35:00,New Zealand,Swire Pacific Limited
Auckland,(AKL),00:35,MH9781,Malaysia Airlines,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=0,2023-05-04 00:35:00,New Zealand,Malaysia Aviation Group
Auckland,(AKL),00:35,QF3876,Qantas,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=0,2023-05-04 00:35:00,New Zealand,Qantas Airways Limited
Panama City,(PTY),00:38,CM276,Copa Airlines,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=0,2023-05-04 00:38:00,Panama,Copa Holdings
Bogota,(BOG),00:40,AV240,Avianca,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=0,2023-05-04 00:40:00,Colombia,Avianca Holdings S.A.
Bogota,(BOG),00:40,AC6153,Air Canada,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=0,2023-05-04 00:40:00,Colombia,Air Canada
Miami,(MIA),01:05,ET3511,Ethiopian Airlines,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=0,2023-05-04 01:05:00,United States,Ethiopian government
Buenos Aires,(AEP),01:15,AR1969,Aerolineas Argentinas,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=0,2023-05-04 01:15:00,Argentina,Argentine government
Antofagasta,(ANF),02:20,LA1296,LATAM Airlines,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=0,2023-05-04 02:20:00,Chile,LATAM Airlines Group
Panama City,(PTY),02:30,CM475,Copa Airlines,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=0,2023-05-04 02:30:00,Panama,Copa Holdings
Sao Paulo,(GRU),03:36,M38493,LATAM Cargo Brasil,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=0,2023-05-04 03:36:00,Brazil,LATAM Airlines Group
Rio De Janeiro,(GIG),04:00,H2620,Sky Airline,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=0,2023-05-04 04:00:00,Brazil,Sky Airline S.A.
Lima,(LIM),04:15,LA2370,LATAM Airlines,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=0,2023-05-04 04:15:00,Peru,LATAM Airlines Group
Lima,(LIM),04:15,DL6216,Delta Air Lines,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=0,2023-05-04 04:15:00,Peru,Delta Air Lines Inc.
Panama City,(PTY),04:27,CM396,Copa Airlines,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=0,2023-05-04 04:27:00,Panama,Copa Holdings
Arica,(ARI),04:31,LA180,LATAM Airlines,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=0,2023-05-04 04:31:00,Chile,LATAM Airlines Group
Calama,(CJC),04:31,LA148,LATAM Airlines,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=0,2023-05-04 04:31:00,Chile,LATAM Airlines Group
Antofagasta,(ANF),04:32,LA120,LATAM Airlines,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=0,2023-05-04 04:32:00,Chile,LATAM Airlines Group
Punta Arenas,(PUQ),04:32,LA291,LATAM Airlines,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=0,2023-05-04 04:32:00,Chile,LATAM Airlines Group
Lima,(LIM),04:41,JA402,JetSMART,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=0,2023-05-04 04:41:00,Peru,Indigo Partners
Iquique,(IQQ),04:42,H2320,Sky Airline,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=0,2023-05-04 04:42:00,Chile,Sky Airline S.A.
Lima,(LIM),05:00,H2802,Sky Airline,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=0,2023-05-04 05:00:00,Peru,Sky Airline S.A.
Iquique,(IQQ),05:06,JA110,JetSMART,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=0,2023-05-04 05:06:00,Chile,Indigo Partners
Puerto Montt,(PMC),05:11,LA99,LATAM Airlines,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=0,2023-05-04 05:11:00,Chile,LATAM Airlines Group
Arica,(ARI),05:15,H2300,Sky Airline,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=0,2023-05-04 05:15:00,Chile,Sky Airline S.A.
Calama,(CJC),05:23,JA2,JetSMART,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=0,2023-05-04 05:23:00,Chile,Indigo Partners
Iquique,(IQQ),05:24,LA172,LATAM Airlines,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=0,2023-05-04 05:24:00,Chile,LATAM Airlines Group
Calama,(CJC),05:29,H2240,Sky Airline,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=0,2023-05-04 05:29:00,Chile,Sky Airline S.A.
Antofagasta,(ANF),05:34,H2280,Sky Airline,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=0,2023-05-04 05:34:00,Chile,Sky Airline S.A.
Antofagasta,(ANF),05:40,LA126,LATAM Airlines,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=0,2023-05-04 05:40:00,Chile,LATAM Airlines Group
Calama,(CJC),05:40,LA140,LATAM Airlines,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=0,2023-05-04 05:40:00,Chile,LATAM Airlines Group
Iquique,(IQQ),05:44,LA162,LATAM Airlines,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=0,2023-05-04 05:44:00,Chile,LATAM Airlines Group
Bogota,(BOG),05:55,AV98,Avianca,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=0,2023-05-04 05:55:00,Colombia,Avianca Holdings S.A.
Sao Paulo,(GRU),05:55,H2600,Sky Airline,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=0,2023-05-04 05:55:00,Brazil,Sky Airline S.A.
Sao Paulo,(GRU),06:00,LA8133,LATAM Airlines,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 06:00:00,Brazil,LATAM Airlines Group
Sao Paulo,(GRU),06:00,BA4303,British Airways,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 06:00:00,Brazil,International Airlines Group
Sao Paulo,(GRU),06:00,QF3913,Qantas,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 06:00:00,Brazil,Qantas Airways Limited
Montevideo,(MVD),06:00,JA700,JetSMART,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 06:00:00,Uruguay,Indigo Partners
Concepcion,(CCP),06:04,LA215,LATAM Airlines,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 06:04:00,Chile,LATAM Airlines Group
Lima,(LIM),06:10,LA2378,LATAM Airlines,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 06:10:00,Peru,LATAM Airlines Group
Antofagasta,(ANF),06:14,JA20,JetSMART,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 06:14:00,Chile,Indigo Partners
Calama,(CJC),06:20,LA146,LATAM Airlines,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 06:20:00,Chile,LATAM Airlines Group
Buenos Aires,(AEP),06:24,JA1001,JetSMART,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 06:24:00,Argentina,Indigo Partners
Antofagasta,(ANF),06:45,LA128,LATAM Airlines,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 06:45:00,Chile,LATAM Airlines Group
Puerto Montt,(PMC),06:50,LA261,LATAM Airlines,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 06:50:00,Chile,LATAM Airlines Group
Concepcion,(CCP),06:54,LA211,LATAM Airlines,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 06:54:00,Chile,LATAM Airlines Group
Balmaceda,(BBA),06:56,LA71,LATAM Airlines,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 06:56:00,Chile,LATAM Airlines Group
Punta Arenas,(PUQ),07:00,H21,Sky Airline,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 07:00:00,Chile,Sky Airline S.A.
Temuco,(ZCO),07:31,JA207,JetSMART,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 07:31:00,Chile,Indigo Partners
Copiapo,(CPO),07:33,LA112,LATAM Airlines,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 07:33:00,Chile,LATAM Airlines Group
Iquique,(IQQ),07:36,LA906,LATAM Airlines,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 07:36:00,Chile,LATAM Airlines Group
Calama,(CJC),07:40,LA144,LATAM Airlines,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 07:40:00,Chile,LATAM Airlines Group
Antofagasta,(ANF),07:41,LA134,LATAM Airlines,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 07:41:00,Chile,LATAM Airlines Group
Lima,(LIM),07:45,LA534,LATAM Airlines,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 07:45:00,Peru,LATAM Airlines Group
Lima,(LIM),07:45,CX7834,Cathay Pacific,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 07:45:00,Peru,Swire Pacific Limited
Lima,(LIM),07:45,DL6136,Delta Air Lines,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 07:45:00,Peru,Delta Air Lines Inc.
Lima,(LIM),07:45,QF3930,Qantas,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 07:45:00,Peru,Qantas Airways Limited
La Serena,(LSC),07:47,LA108,LATAM Airlines,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 07:47:00,Chile,LATAM Airlines Group
Lima,(LIM),07:50,LA2396,LATAM Airlines,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 07:50:00,Peru,LATAM Airlines Group
Lima,(LIM),07:50,DL6279,Delta Air Lines,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 07:50:00,Peru,Delta Air Lines Inc.
Temuco,(ZCO),07:57,LA25,LATAM Airlines,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 07:57:00,Chile,LATAM Airlines Group
Iquique,(IQQ),07:58,JA112,JetSMART,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 07:58:00,Chile,Indigo Partners
Copiapo,(CPO),07:59,H2220,Sky Airline,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 07:59:00,Chile,Sky Airline S.A.
Toronto,(YYZ),08:00,AC93,Air Canada,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 08:00:00,Canada,Air Canada
Mexico City,(MEX),08:15,LA622,LATAM Airlines,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 08:15:00,Mexico,LATAM Airlines Group
Puerto Montt,(PMC),08:16,H2401,Sky Airline,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 08:16:00,Chile,Sky Airline S.A.
Puerto Montt,(PMC),08:17,JA151,JetSMART,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 08:17:00,Chile,Indigo Partners
Concepcion,(CCP),08:29,LA7,LATAM Airlines,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 08:29:00,Chile,LATAM Airlines Group
Concepcion,(CCP),08:29,DL6274,Delta Air Lines,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 08:29:00,Chile,Delta Air Lines Inc.
Buenos Aires,(EZE),08:35,LA653,LATAM Airlines,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 08:35:00,Argentina,LATAM Airlines Group
Mendoza,(MDZ),08:35,LA434,LATAM Airlines,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 08:35:00,Argentina,LATAM Airlines Group
Mendoza,(MDZ),08:35,IB7151,Iberia,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 08:35:00,Argentina,International Airlines Group
Bogota,(BOG),08:40,LA580,LATAM Airlines,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 08:40:00,Colombia,LATAM Airlines Group
Bogota,(BOG),08:40,DL7389,Delta Air Lines,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 08:40:00,Colombia,Delta Air Lines Inc.
Bogota,(BOG),08:40,QF4205,Qantas,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 08:40:00,Colombia,Qantas Airways Limited
Cordoba,(COR),08:45,LA492,LATAM Airlines,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 08:45:00,Argentina,LATAM Airlines Group
Cordoba,(COR),08:45,IB7173,Iberia,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 08:45:00,Argentina,International Airlines Group
Lima,(LIM),09:01,JZ7501,JetSMART Airlines Peru,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 09:01:00,Peru,Indigo Partners
Montevideo,(MVD),09:05,LA404,LATAM Airlines,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 09:05:00,Uruguay,LATAM Airlines Group
Montevideo,(MVD),09:05,DL7373,Delta Air Lines,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 09:05:00,Uruguay,Delta Air Lines Inc.
Montevideo,(MVD),09:05,QF4209,Qantas,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 09:05:00,Uruguay,Qantas Airways Limited
Punta Arenas,(PUQ),09:10,LA1161,LATAM Airlines,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 09:10:00,Chile,LATAM Airlines Group
Punta Arenas,(PUQ),09:10,DL6289,Delta Air Lines,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 09:10:00,Chile,Delta Air Lines Inc.
La Serena,(LSC),09:23,LA316,LATAM Airlines,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 09:23:00,Chile,LATAM Airlines Group
La Serena,(LSC),09:23,IB7080,Iberia,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 09:23:00,Chile,International Airlines Group
Valdivia,(ZAL),09:29,H2121,Sky Airline,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 09:29:00,Chile,Sky Airline S.A.
Buenos Aires,(AEP),09:45,AR1281,Aerolineas Argentinas,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 09:45:00,Argentina,Argentine government
Buenos Aires,(AEP),09:45,DL7615,Delta Air Lines,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 09:45:00,Argentina,Delta Air Lines Inc.
Rio De Janeiro,(GIG),09:47,LA770,LATAM Airlines,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 09:47:00,Brazil,LATAM Airlines Group
Rio De Janeiro,(GIG),09:47,DL6334,Delta Air Lines,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 09:47:00,Brazil,Delta Air Lines Inc.
Rio De Janeiro,(GIG),09:47,QF3891,Qantas,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 09:47:00,Brazil,Qantas Airways Limited
Temuco,(ZCO),09:48,H2141,Sky Airline,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 09:48:00,Chile,Sky Airline S.A.
Buenos Aires,(EZE),09:50,KL702,KLM Royal Dutch Airlines,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 09:50:00,Argentina,Air France-KLM
Sao Paulo,(GRU),09:55,LA758,LATAM Airlines,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 09:55:00,Brazil,LATAM Airlines Group
Sao Paulo,(GRU),09:55,BA4301,British Airways,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 09:55:00,Brazil,International Airlines Group
Sao Paulo,(GRU),09:55,DL6283,Delta Air Lines,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 09:55:00,Brazil,Delta Air Lines Inc.
Sao Paulo,(GRU),09:55,QF3908,Qantas,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 09:55:00,Brazil,Qantas Airways Limited
Concepcion,(CCP),09:57,LA17,LATAM Airlines,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 09:57:00,Chile,LATAM Airlines Group
Concepcion,(CCP),09:57,DL6316,Delta Air Lines,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 09:57:00,Chile,Delta Air Lines Inc.
Concepcion,(CCP),09:57,IB7119,Iberia,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 09:57:00,Chile,International Airlines Group
Calama,(CJC),10:05,LA150,LATAM Airlines,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 10:05:00,Chile,LATAM Airlines Group
Calama,(CJC),10:05,DL6126,Delta Air Lines,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 10:05:00,Chile,Delta Air Lines Inc.
Calama,(CJC),10:05,IB7075,Iberia,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 10:05:00,Chile,International Airlines Group
Iquique,(IQQ),10:08,H2332,Sky Airline,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 10:08:00,Chile,Sky Airline S.A.
Temuco,(ZCO),10:22,LA23,LATAM Airlines,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 10:22:00,Chile,LATAM Airlines Group
Temuco,(ZCO),10:22,IB7159,Iberia,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 10:22:00,Chile,International Airlines Group
La Serena,(LSC),10:29,H2202,Sky Airline,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 10:29:00,Chile,Sky Airline S.A.
Antofagasta,(ANF),10:48,LA348,LATAM Airlines,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 10:48:00,Chile,LATAM Airlines Group
Antofagasta,(ANF),10:48,IB7125,Iberia,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 10:48:00,Chile,International Airlines Group
Puerto Montt,(PMC),10:51,LA1157,LATAM Airlines,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 10:51:00,Chile,LATAM Airlines Group
Concepcion,(CCP),10:58,LA3,LATAM Airlines,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 10:58:00,Chile,LATAM Airlines Group
Miami,(MIA),11:00,LA502,LATAM Airlines,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 11:00:00,United States,LATAM Airlines Group
Miami,(MIA),11:00,DL6067,Delta Air Lines,2,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 11:00:00,United States,Delta Air Lines Inc.
Puerto Montt,(PMC),11:00,H2433,Sky Airline,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 11:00:00,Chile,Sky Airline S.A.
Iquique,(IQQ),11:01,LA904,LATAM Airlines,1,Scheduled [+],2023-05-04,tomorrow,https://www.santiago-airport.com/scl-departures?day=tomorrow&tp=6,2023-05-04 11:01:00,Chile,LATAM Airlines Group
